Replicate	Clone	population	infection_status	birth_date	maturity_date	age_mat	bodysize_mat	bodysize_mat_mm	headsize_mat	bodyhead_ratio	firstclutch_date	age_firstcl	firstcl_offspr	secondcl_date	age_secondcl	secondcl_offspr	thirdcl_date	age_thirdcl	thirdcl_offspr	bodysize_thirdcl	bodysize_thirdcl_mm	growth_mat_to_thirdcl_mm	Rnaught	tot_offsp_deadexcl	r
1	N-27-2	N-27	infected	23.06.2015	02.07.2015	9	9.1	2.983606557	1.7	5.352941176	05.07.2015	12	2	15.07.2015	22	19	18.07.2015	25	5	10.9	4.638297872	1.654691315	26	26	0.157177846
2	N-27-2	N-27	infected	23.06.2015	01.07.2015	8	7.9	2.590163934	1.6	4.9375	04.07.2015	11	9	07.07.2015	14	15	10.07.2015	17	27	11	3.606557377	1.016393443	51	51	0.275592976
3	N-27-2	N-27	infected	23.06.2015	01.07.2015	8	7.8	2.557377049	1.6	4.875	04.07.2015	11	10	07.07.2015	14	14	10.07.2015	17	25	10.7	3.508196721	0.950819672	49	49	0.276244832
4	N-27-2	N-27	infected	26.06.2015	04.07.2015	8	8.1	2.655737705	1.6	5.0625	08.07.2015	12	8	11.07.2015	15	19	14.07.2015	18	23	10.9	3.573770492	0.918032787	50	50	0.256570785
5	N-27-2	N-27	infected	23.06.2015	01.07.2015	8	7.6	2.491803279	1.5	5.066666667	04.07.2015	11	8	07.07.2015	14	14	10.07.2015	17	26	10.8	3.540983607	1.049180328	48	48	0.269550117
1	N-27-4	N-27	infected	24.06.2015	03.07.2015	9	8.6	2.819672131	1.6	5.375	04.07.2015	10	11	09.07.2015	15	17	12.07.2015	18	27	11.4	3.737704918	0.918032787	55	55	0.287588602
2	N-27-4	N-27	infected	23.06.2015	01.07.2015	8	8.6	2.819672131	1.7	5.058823529	04.07.2015	11	12	07.07.2015	14	16	10.07.2015	17	30	11	3.606557377	0.786885246	58	58	0.288993506
3	N-27-4	N-27	infected	21.06.2015	28.06.2015	7	9	2.950819672	1.7	5.294117647	01.07.2015	10	18	04.07.2015	13	27	07.07.2015	16	24	11.9	3.901639344	0.950819672	69	69	0.342542003
4	N-27-4	N-27	infected	29.06.2015	07.07.2015	8	8.1	2.655737705	1.6	5.0625	10.07.2015	11	11	13.07.2015	14	21	14.07.2015	15	5	10.7	3.508196721	0.852459016	37	37	0.279776077
5	N-27-4	N-27	infected	20.06.2015	29.06.2015	9	9	2.950819672	1.7	5.294117647	02.07.2015	12	16	05.07.2015	15	19	08.07.2015	18	26	11.2	3.672131148	0.721311475	61	61	0.280646908
1	N-27-15	N-27	infected	25.06.2015	03.07.2015	8	7.9	2.590163934	1.5	5.266666667	06.07.2015	11	10	09.07.2015	14	23	12.07.2015	17	31	11.4	3.737704918	1.147540984	64	64	0.292375884
2	N-27-15	N-27	infected	22.06.2015	30.06.2015	8	8.5	2.786885246	1.7	5	03.07.2015	11	12	06.07.2015	14	24	09.07.2015	17	29	11.6	3.803278689	1.016393443	65	65	0.298413936
3	N-27-15	N-27	infected	21.06.2015	29.06.2015	8	8.8	2.885245902	1.7	5.176470588	02.07.2015	11	21	05.07.2015	14	23	09.07.2015	18	27	11.6	3.803278689	0.918032787	71	71	0.317328426
4	N-27-15	N-27	infected	21.06.2015	29.06.2015	8	8.5	2.786885246	1.6	5.3125	02.07.2015	11	16	05.07.2015	14	31	08.07.2015	17	26	11.4	3.737704918	0.950819672	73	73	0.315001152
5	N-27-15	N-27	infected	21.06.2015	29.06.2015	8	8.1	2.655737705	1.5	5.4	02.07.2015	11	12	06.07.2015	15	21	09.07.2015	18	26	11	3.606557377	0.950819672	59	59	0.282558386
1	LA-29-7	LA-29	uninfected	22.06.2015	02.07.2015	10	7.4	2.426229508	1.5	4.933333333	05.07.2015	13	7	08.07.2015	16	13	12.07.2015	20	14	10.8	3.540983607	1.114754098	34	34	0.217196665
2	LA-29-7	LA-29	uninfected	20.06.2015	28.06.2015	8	7.1	2.327868852	1.5	4.733333333	01.07.2015	11	8	04.07.2015	14	18	07.07.2015	17	19	10.9	3.573770492	1.245901639	45	45	0.271051391
3	LA-29-7	LA-29	uninfected	24.06.2015	05.07.2015	11	8.4	2.754098361	1.6	5.25	08.07.2015	14	9	12.07.2015	18	18	15.07.2015	21	29	11	3.606557377	0.852459016	56	56	0.222416346
4	LA-29-7	LA-29	uninfected	21.06.2015	29.06.2015	8	6.8	2.229508197	1.4	4.857142857	02.07.2015	11	4	05.07.2015	14	6	09.07.2015	18	16	10	3.278688525	1.049180328	26	26	0.215370808
5	LA-29-7	LA-29	uninfected	21.06.2015	29.06.2015	8	7.2	2.360655738	1.5	4.8	02.07.2015	11	7	06.07.2015	15	12	09.07.2015	18	18	10.6	3.475409836	1.114754098	37	37	0.244692892
1	LA-29-15	LA-29	uninfected	26.06.2015	05.07.2015	9	7.7	2.524590164	1.5	5.133333333	08.07.2015	12	8	11.07.2015	15	18	15.07.2015	19	16	10.8	3.540983607	1.016393443	42	42	0.247156428
2	LA-29-15	LA-29	uninfected	25.06.2015	04.07.2015	9	6.7	2.196721311	1.4	4.785714286	07.07.2015	12	4	10.07.2015	15	11	13.07.2015	18	12	10.1	3.31147541	1.114754098	27	27	0.214371136
3	LA-29-15	LA-29	uninfected	23.06.2015	01.07.2015	8	7.2	2.360655738	1.4	5.142857143	04.07.2015	11	7	07.07.2015	14	12	10.07.2015	17	19	11	3.606557377	1.245901639	38	38	0.255764134
4	LA-29-15	LA-29	uninfected	20.06.2015	29.06.2015	9	7.3	2.393442623	1.5	4.866666667	02.07.2015	12	7	05.07.2015	15	8	08.07.2015	18	16	9.9	3.245901639	0.852459016	31	31	0.226571568
5	LA-29-15	LA-29	uninfected	20.06.2015	29.06.2015	9	7.9	2.590163934	1.5	5.266666667	02.07.2015	12	9	05.07.2015	15	16	12.07.2015	22	19	11.7	3.836065574	1.245901639	44	44	0.242707767
1	LA-29-9	LA-29	uninfected	23.06.2015	01.07.2015	8	6.6	2.163934426	1.3	5.076923077	04.07.2015	11	4	07.07.2015	14	8	10.07.2015	17	13	10.2	3.344262295	1.180327869	25	25	0.222284558
2	LA-29-9	LA-29	uninfected	22.06.2015	05.07.2015	13	7.9	2.590163934	1.5	5.266666667	08.07.2015	16	9	11.07.2015	19	16	15.07.2015	23	19	10.5	3.442622951	0.852459016	44	44	0.195282068
3	LA-29-9	LA-29	uninfected	26.06.2015	13.07.2015	17	8	2.62295082	1.5	5.333333333	17.07.2015	21	1	20.07.2015	24	13	23.07.2015	27	20	10.6	3.475409836	0.852459016	34	34	0.138420276
4	LA-29-9	LA-29	uninfected	22.06.2015	01.07.2015	9	7.1	2.327868852	1.4	5.071428571	04.07.2015	12	7	07.07.2015	15	14	10.07.2015	18	17	9.5	3.114754098	0.786885246	38	38	0.24010843
5	LA-29-9	LA-29	uninfected	22.06.2015	04.07.2015	12	7.2	2.360655738	1.4	5.142857143	07.07.2015	15	3	10.07.2015	18	15	13.07.2015	21	16	10.7	3.508196721	1.147540984	34	34	0.187792055
1	LA-29-1	LA-29	uninfected	27.06.2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	LA-29-1	LA-29	uninfected	26.06.2015	09.07.2015	13	8.2	2.68852459	1.5	5.466666667	12.07.2015	16	10	15.07.2015	19	19	18.07.2015	22	20	11.5	3.770491803	1.081967213	49	49	0.204062137
3	LA-29-1	LA-29	uninfected	26.06.2015	04.07.2015	8	8	2.62295082	1.6	5	07.07.2015	11	10	10.07.2015	14	19	14.07.2015	18	18	11	3.606557377	0.983606557	47	47	0.276319851
4	LA-29-1	LA-29	uninfected	27.06.2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5	LA-29-1	LA-29	uninfected	27.06.2015	08.07.2015	11	7.6	2.491803279	1.6	4.75	11.07.2015	14	8	15.07.2015	18	18	18.07.2015	21	15	11.1	3.639344262	1.147540984	41	41	0.210944533
1	LA-29-5	LA-29	uninfected	29.06.2015	12.07.2015	13	8.7	2.852459016	1.7	5.117647059	15.07.2015	16	13	18.07.2015	19	20	21.07.2015	22	15	11.2	3.672131148	0.819672131	48	48	0.208276392
2	LA-29-5	LA-29	uninfected	26.06.2015	10.07.2015	14	7.7	2.524590164	1.6	4.8125	13.07.2015	17	6	16.07.2015	20	12	19.07.2015	23	20	10.4	3.409836066	0.885245902	38	38	0.176270335
3	LA-29-5	LA-29	uninfected	26.06.2015	11.07.2015	15	8.3	2.721311475	1.7	4.882352941	14.07.2015	18	6	18.07.2015	22	11	21.07.2015	25	15	10.3	3.37704918	0.655737705	32	32	0.156973733
4	LA-29-5	LA-29	uninfected	28.06.2015	09.07.2015	11	7.7	2.524590164	1.6	4.8125	12.07.2015	14	5	15.07.2015	17	13	18.07.2015	20	18	10.9	3.573770492	1.049180328	36	36	0.203833035
5	LA-29-5	LA-29	uninfected	26.06.2015	04.07.2015	8	7.4	2.426229508	1.5	4.933333333	07.07.2015	11	5	11.07.2015	15	12	14.07.2015	18	17	10.5	3.442622951	1.016393443	34	34	0.233421043
1	LA-29-3	LA-29	uninfected	28.06.2015	07.07.2015	9	7.2	2.360655738	1.6	4.5	10.07.2015	12	6	13.07.2015	15	13	16.07.2015	18	21	11	3.606557377	1.245901639	40	40	0.238037156
2	LA-29-3	LA-29	uninfected	26.06.2015	06.07.2015	10	7.2	2.360655738	1.5	4.8	09.07.2015	13	3	12.07.2015	16	10	15.07.2015	19	18	10.5	3.442622951	1.081967213	31	31	0.201972502
3	LA-29-3	LA-29	uninfected	27.06.2015	05.07.2015	8	6.9	2.262295082	1.5	4.6	08.07.2015	11	4	12.07.2015	15	11	15.07.2015	18	20	10.7	3.508196721	1.245901639	35	35	0.229059977
4	LA-29-3	LA-29	uninfected	26.06.2015	08.07.2015	12	8.1	2.655737705	1.7	4.764705882	11.07.2015	15	7	14.07.2015	18	14	17.07.2015	21	26	11.3	3.704918033	1.049180328	47	47	0.206309709
5	LA-29-3	LA-29	uninfected	25.06.2015	04.07.2015	9	7.9	2.590163934	1.7	4.647058824	07.07.2015	12	7	10.07.2015	15	13	14.07.2015	19	20	11.4	3.737704918	1.147540984	40	40	0.237028586
1	LA-29-11	LA-29	uninfected	28.06.2015	12.07.2015	14	11	3.606557377	1.9	5.789473684	15.07.2015	17	5	18.07.2015	20	28	22.07.2015	24	34	9.9	4.212765957	0.60620858	67	67	0.197998764
2	LA-29-11	LA-29	uninfected	24.06.2015	03.07.2015	9	6.6	2.163934426	1.3	5.076923077	06.07.2015	12	3	09.07.2015	15	11	13.07.2015	19	16	10.5	3.442622951	1.278688525	30	30	0.210563584
3	LA-29-11	LA-29	uninfected	24.06.2015	03.07.2015	9	6.8	2.229508197	1.4	4.857142857	06.07.2015	12	5	09.07.2015	15	12	12.07.2015	18	15	9.6	3.147540984	0.918032787	32	32	0.225537952
4	LA-29-11	LA-29	uninfected	21.06.2015	01.07.2015	10	7.9	2.590163934	1.5	5.266666667	04.07.2015	13	10	07.07.2015	16	14	11.07.2015	20	19	10.7	3.508196721	0.918032787	43	43	0.233004895
5	LA-29-11	LA-29	uninfected	23.06.2015	01.07.2015	8	8.1	2.655737705	1.5	5.4	04.07.2015	11	9	08.07.2015	15	17	11.07.2015	18	28	11	3.606557377	0.950819672	54	54	0.268157143
1	K-10-1	K-10	infected	24.06.2015	04.07.2015	10	8.2	2.68852459	1.6	5.125	07.07.2015	13	8	10.07.2015	16	26	14.07.2015	20	26	10.9	3.573770492	0.885245902	60	60	0.247515856
2	K-10-1	K-10	infected	23.06.2015	03.07.2015	10	7.2	2.360655738	1.6	4.5	06.07.2015	13	7	09.07.2015	16	12	13.07.2015	20	18	10.6	3.475409836	1.114754098	37	37	0.218520305
3	K-10-1	K-10	infected	24.06.2015	06.07.2015	12	7.5	2.459016393	1.6	4.6875	08.07.2015	14	5	12.07.2015	18	13	15.07.2015	21	22	10.8	3.540983607	1.081967213	40	40	0.199386851
4	K-10-1	K-10	infected	22.06.2015	02.07.2015	10	7.1	2.327868852	1.5	4.733333333	05.07.2015	13	7	08.07.2015	16	9	11.07.2015	19	14	10	3.278688525	0.950819672	30	30	0.211800428
5	K-10-1	K-10	infected	22.06.2015	03.07.2015	11	6.9	2.262295082	1.5	4.6	06.07.2015	14	4	09.07.2015	17	11	12.07.2015	20	15	10.5	3.442622951	1.180327869	30	30	0.192871653
1	K-10-2	K-10	infected	27.06.2015	05.07.2015	8	7.9	2.590163934	1.5	5.266666667	08.07.2015	11	6	12.07.2015	15	19	15.07.2015	18	28	11.2	3.672131148	1.081967213	53	53	0.259163176
2	K-10-2	K-10	infected	20.06.2015	27.06.2015	7	7.2	2.360655738	1.5	4.8	30.06.2015	10	9	03.07.2015	13	17	06.07.2015	16	27	NA	NA	NA	53	53	0.301159611
3	K-10-2	K-10	infected	20.06.2015	29.06.2015	9	7.6	2.491803279	1.6	4.75	02.07.2015	12	10	05.07.2015	15	22	09.07.2015	19	29	10.7	3.508196721	1.016393443	61	61	0.266207734
4	K-10-2	K-10	infected	21.06.2015	29.06.2015	8	7.8	2.557377049	1.6	4.875	02.07.2015	11	9	05.07.2015	14	23	08.07.2015	17	26	11	3.606557377	1.049180328	58	58	0.2865855
5	K-10-2	K-10	infected	20.06.2015	28.06.2015	8	8	2.62295082	1.6	5	01.07.2015	11	13	04.07.2015	14	23	08.07.2015	18	24	11.3	3.704918033	1.081967213	60	60	0.294621003
1	K-10-16	K-10	infected	26.06.2015	04.07.2015	8	6.9	2.262295082	1.4	4.928571429	07.07.2015	11	6	10.07.2015	14	14	13.07.2015	17	24	11.1	3.639344262	1.37704918	44	44	0.259997611
2	K-10-16	K-10	infected	24.06.2015	02.07.2015	8	7.9	2.590163934	1.6	4.9375	05.07.2015	11	11	08.07.2015	14	19	11.07.2015	17	30	11.2	3.672131148	1.081967213	60	60	0.289805401
3	K-10-16	K-10	infected	23.06.2015	30.06.2015	7	8	2.62295082	1.6	5	03.07.2015	10	9	06.07.2015	13	19	12.07.2015	DEAD	NA	NA	NA	NA	28	NA	0.283943162
4	K-10-16	K-10	infected	24.06.2015	03.07.2015	9	7.9	2.590163934	1.6	4.9375	06.07.2015	12	11	09.07.2015	15	19	13.07.2015	19	20	11.4	3.737704918	1.147540984	50	50	0.260943626
5	K-10-16	K-10	infected	21.06.2015	28.06.2015	7	7.4	2.426229508	1.3	5.692307692	01.07.2015	10	10	04.07.2015	13	20	07.07.2015	16	22	11.2	3.672131148	1.245901639	52	52	0.306644122
1	K-10-3	K-10	infected	24.06.2015	02.07.2015	8	7.1	2.327868852	1.5	4.733333333	05.07.2015	11	6	08.07.2015	14	15	12.07.2015	18	16	10.4	3.409836066	1.081967213	37	37	0.251044802
2	K-10-3	K-10	infected	27.06.2015	06.07.2015	9	7.1	2.327868852	1.5	4.733333333	09.07.2015	12	5	12.07.2015	15	12	15.07.2015	18	16	10.6	3.475409836	1.147540984	33	33	0.226691789
3	K-10-3	K-10	infected	26.06.2015	04.07.2015	8	6.8	2.229508197	1.5	4.533333333	07.07.2015	11	5	10.07.2015	14	13	14.07.2015	18	18	9.9	3.245901639	1.016393443	36	36	0.243361203
4	K-10-3	K-10	infected	28.06.2015	08.07.2015	10	7.9	2.590163934	1.6	4.9375	12.07.2015	14	7	15.07.2015	17	20	18.07.2015	20	21	11.7	3.836065574	1.245901639	48	48	0.223163588
5	K-10-3	K-10	infected	28.06.2015	07.07.2015	9	7.2	2.360655738	1.6	4.5	10.07.2015	12	6	13.07.2015	15	13	16.07.2015	18	18	10.5	3.442622951	1.081967213	37	37	0.235166462
1	K-10-9	K-10	infected	29.06.2015	07.07.2015	8	8	2.62295082	1.5	5.333333333	10.07.2015	11	7	13.07.2015	14	22	16.07.2015	17	31	11.4	3.737704918	1.114754098	60	60	0.281697278
2	K-10-9	K-10	infected	26.06.2015	04.07.2015	8	8	2.62295082	1.6	5	07.07.2015	11	7	11.07.2015	15	18	14.07.2015	18	26	11.1	3.639344262	1.016393443	51	51	0.260458019
3	K-10-9	K-10	infected	24.06.2015	02.07.2015	8	8	2.62295082	1.6	5	05.07.2015	11	9	08.07.2015	14	15	12.07.2015	18	29	11.4	3.737704918	1.114754098	53	53	0.272102567
4	K-10-9	K-10	infected	25.06.2015	03.07.2015	8	7.6	2.491803279	1.6	4.75	06.07.2015	11	6	09.07.2015	14	18	12.07.2015	17	27	11.3	3.704918033	1.213114754	51	51	0.269476898
5	K-10-9	K-10	infected	26.06.2015	04.07.2015	8	7.7	2.524590164	1.5	5.133333333	07.07.2015	11	7	10.07.2015	14	16	13.07.2015	17	28	10.7	3.508196721	0.983606557	51	51	0.270619195
1	K-10-15	K-10	infected	26.06.2015	05.07.2015	9	7	2.295081967	1.5	4.666666667	07.07.2015	11	3	11.07.2015	15	11	14.07.2015	18	18	10.5	3.442622951	1.147540984	32	32	0.221035824
2	K-10-15	K-10	infected	25.06.2015	03.07.2015	8	6.8	2.229508197	1.5	4.533333333	06.07.2015	11	3	09.07.2015	14	10	13.07.2015	18	15	10.4	3.409836066	1.180327869	28	28	0.220853006
3	K-10-15	K-10	infected	21.06.2015	29.06.2015	8	6.7	2.196721311	1.5	4.466666667	02.07.2015	11	6	05.07.2015	14	11	08.07.2015	17	15	10.3	3.37704918	1.180327869	32	32	0.244587647
4	K-10-15	K-10	infected	23.06.2015	01.07.2015	8	7	2.295081967	1.5	4.666666667	04.07.2015	11	6	07.07.2015	14	11	10.07.2015	17	20	10.4	3.409836066	1.114754098	37	37	0.250074609
5	K-10-15	K-10	infected	25.06.2015	04.07.2015	9	7.1	2.327868852	1.5	4.733333333	07.07.2015	12	3	10.07.2015	15	14	13.07.2015	18	20	10.7	3.508196721	1.180327869	37	37	0.226860888
1	K-10-11	K-10	infected	28.06.2015	06.07.2015	8	6.6	2.163934426	1.5	4.4	09.07.2015	11	5	12.07.2015	14	11	15.07.2015	17	19	10.1	3.31147541	1.147540984	35	35	0.244205089
2	K-10-11	K-10	infected	27.06.2015	08.07.2015	11	7.4	2.426229508	1.4	5.285714286	11.07.2015	14	8	14.07.2015	17	15	17.07.2015	20	22	10.2	3.344262295	0.918032787	45	45	0.219645021
3	K-10-11	K-10	infected	27.06.2015	08.07.2015	11	7.5	2.459016393	1.5	5	11.07.2015	14	8	14.07.2015	17	14	17.07.2015	20	19	10.2	3.344262295	0.885245902	41	41	0.21584955
4	K-10-11	K-10	infected	23.06.2015	01.07.2015	8	7.3	2.393442623	1.4	5.214285714	04.07.2015	11	8	07.07.2015	14	14	10.07.2015	17	23	10.5	3.442622951	1.049180328	45	45	0.267233835
5	K-10-11	K-10	infected	22.06.2015	01.07.2015	9	7.3	2.393442623	1.4	5.214285714	04.07.2015	12	7	07.07.2015	15	16	10.07.2015	18	16	10.1	3.31147541	0.918032787	39	39	0.242903391
1	M-64-15	M-64	uninfected	20.06.2015	28.06.2015	8	7.4	2.426229508	1.5	4.933333333	01.07.2015	11	9	05.07.2015	15	14	08.07.2015	18	14	9.6	3.147540984	0.721311475	37	37	0.254405288
2	M-64-15	M-64	uninfected	22.06.2015	28.06.2015	6	NA	NA	NA	NA	03.07.2015	11	11	06.07.2015	14	14	09.07.2015	17	14	9.7	3.180327869	NA	39	39	0.272011002
3	M-64-15	M-64	uninfected	25.06.2015	04.07.2015	9	7.5	2.459016393	1.5	5	07.07.2015	12	6	10.07.2015	15	7	14.07.2015	19	10	9.1	2.983606557	0.524590164	23	23	0.207701566
4	M-64-15	M-64	uninfected	22.06.2015	01.07.2015	9	7.6	2.491803279	1.5	5.066666667	04.07.2015	12	7	08.07.2015	16	10	11.07.2015	19	2	8.8	2.885245902	0.393442623	19	19	0.206082954
5	M-64-15	M-64	uninfected	22.06.2015	30.06.2015	8	7.5	2.459016393	1.5	5	04.07.2015	12	7	07.07.2015	15	8	11.07.2015	19	2	8.9	2.918032787	0.459016393	17	17	0.205613904
1	M-64-12	M-64	uninfected	22.06.2015	29.06.2015	7	8.4	2.754098361	1.6	5.25	03.07.2015	11	13	06.07.2015	14	16	09.07.2015	17	13	9.6	3.147540984	0.393442623	42	42	0.282062986
2	M-64-12	M-64	uninfected	22.06.2015	01.07.2015	9	7.1	2.327868852	1.5	4.733333333	04.07.2015	12	5	07.07.2015	15	11	11.07.2015	19	2	8.5	2.786885246	0.459016393	18	18	0.203242955
3	M-64-12	M-64	uninfected	22.06.2015	30.06.2015	8	8.3	2.721311475	1.6	5.1875	03.07.2015	11	9	05.07.2015	13	1	07.07.2015	15	13	9.2	3.016393443	0.295081967	23	23	0.243276866
4	M-64-12	M-64	uninfected	21.06.2015	29.06.2015	8	8.9	2.918032787	1.7	5.235294118	02.07.2015	11	17	05.07.2015	14	13	09.07.2015	18	16	10.4	3.409836066	0.491803279	46	46	0.290866007
5	M-64-12	M-64	uninfected	22.06.2015	02.07.2015	10	7.1	2.327868852	1.5	4.733333333	05.07.2015	13	6	08.07.2015	16	6	11.07.2015	19	2	8.4	2.754098361	0.426229508	14	14	0.178614397
1	M-64-2	M-64	uninfected	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	M-64-2	M-64	uninfected	26.06.2015	12.07.2015	16	8.9	2.918032787	1.7	5.235294118	15.07.2015	19	1	29.07.2015	33	6	02.08.2015	37	2	11	3.606557377	0.68852459	9	9	0.070335361
3	M-64-2	M-64	uninfected	26.06.2015	05.07.2015	9	8.4	2.754098361	1.7	4.941176471	09.07.2015	13	7	12.07.2015	16	5	16.07.2015	20	3	10.4	3.409836066	0.655737705	15	15	0.182525983
4	M-64-2	M-64	uninfected	25.06.2015	07.07.2015	12	8.5	2.786885246	1.7	5	10.07.2015	15	1	23.07.2015	28	1	27.07.2015	32	1	11	3.606557377	0.819672131	3	3	0.046305016
5	M-64-2	M-64	uninfected	22.06.2015	01.07.2015	9	8.1	2.655737705	1.6	5.0625	04.07.2015	12	2	07.07.2015	15	2	11.07.2015	19	3	10.1	3.31147541	0.655737705	7	7	0.127132704
1	M-64-1	M-64	uninfected	24.06.2015	05.07.2015	11	7.7	2.524590164	1.6	4.8125	09.07.2015	15	4	13.07.2015	19	12	16.07.2015	22	17	9.5	3.114754098	0.590163934	33	33	0.17922412
2	M-64-1	M-64	uninfected	26.06.2015	05.07.2015	9	7	2.295081967	1.4	5	08.07.2015	12	5	12.07.2015	16	13	15.07.2015	19	13	9	2.950819672	0.655737705	31	31	0.215944514
3	M-64-1	M-64	uninfected	21.06.2015	30.06.2015	9	7	2.295081967	1.3	5.384615385	03.07.2015	12	4	07.07.2015	16	8	10.07.2015	19	14	8.7	2.852459016	0.557377049	26	26	0.200139323
4	M-64-1	M-64	uninfected	25.06.2015	04.07.2015	9	7.9	2.590163934	1.6	4.9375	07.07.2015	12	1	14.07.2015	19	6	18.07.2015	23	10	9.7	3.180327869	0.590163934	17	17	0.140290216
5	M-64-1	M-64	uninfected	21.06.2015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	M-64-5	M-64	uninfected	27.06.2015	06.07.2015	9	7.2	2.360655738	1.5	4.8	09.07.2015	12	5	13.07.2015	16	2	16.07.2015	19	7	9	2.950819672	0.590163934	14	14	0.173992527
2	M-64-5	M-64	uninfected	23.06.2015	01.07.2015	8	7.7	2.524590164	1.5	5.133333333	04.07.2015	11	8	08.07.2015	15	11	11.07.2015	18	13	9.5	3.114754098	0.590163934	32	32	0.243263204
3	M-64-5	M-64	uninfected	21.06.2015	29.06.2015	8	7.2	2.360655738	1.4	5.142857143	03.07.2015	12	6	06.07.2015	15	9	10.07.2015	19	12	9.1	2.983606557	0.62295082	27	27	0.215984362
4	M-64-5	M-64	uninfected	22.06.2015	09.07.2015	17	7.7	2.524590164	1.5	5.133333333	13.07.2015	21	3	16.07.2015	24	5	20.07.2015	28	2	8.9	2.918032787	0.393442623	10	10	0.097467805
5	M-64-5	M-64	uninfected	23.06.2015	02.07.2015	9	7.7	2.524590164	1.5	5.133333333	05.07.2015	12	7	08.07.2015	15	10	12.07.2015	19	11	9.5	3.114754098	0.590163934	28	28	0.222535174
1	M-64-6	M-64	uninfected	27.06.2015	06.07.2015	9	8.2	2.68852459	1.7	4.823529412	09.07.2015	12	2	13.07.2015	16	4	23.07.2015	26	9	11.2	3.672131148	0.983606557	15	15	0.142037551
2	M-64-6	M-64	uninfected	28.06.2015	12.07.2015	14	8.2	2.68852459	1.7	4.823529412	15.07.2015	17	1	19.07.2015	21	2	22.07.2015	24	2	10.5	3.442622951	0.754098361	5	5	0.076138287
3	M-64-6	M-64	uninfected	28.06.2015	12.07.2015	14	8.6	2.819672131	1.7	5.058823529	15.07.2015	17	2	18.07.2015	20	4	21.07.2015	23	2	10.6	3.475409836	0.655737705	8	8	0.105212274
4	M-64-6	M-64	uninfected	28.06.2015	07.07.2015	9	8.4	2.754098361	1.7	4.941176471	11.07.2015	13	1	14.07.2015	16	2	20.07.2015	22	12	11.3	3.704918033	0.950819672	15	15	0.135995118
5	M-64-6	M-64	uninfected	25.06.2015	04.07.2015	9	7.3	2.393442623	1.5	4.866666667	07.07.2015	12	1	11.07.2015	16	1	14.07.2015	19	2	9.7	3.180327869	0.786885246	4	4	0.085947608
1	M-64-13	M-64	uninfected	26.06.2015	05.07.2015	9	7.8	2.557377049	1.5	5.2	09.07.2015	13	7	12.07.2015	16	14	15.07.2015	19	17	9.9	3.245901639	0.68852459	38	38	0.224658284
2	M-64-13	M-64	uninfected	25.06.2015	04.07.2015	9	7.3	2.393442623	1.5	4.866666667	07.07.2015	12	6	10.07.2015	15	9	14.07.2015	19	10	8.8	2.885245902	0.491803279	25	25	0.213635523
3	M-64-13	M-64	uninfected	25.06.2015	03.07.2015	8	8.5	2.786885246	1.6	5.3125	06.07.2015	11	7	10.07.2015	15	2	13.07.2015	18	11	9.9	3.245901639	0.459016393	20	20	0.212387266
4	M-64-13	M-64	uninfected	23.06.2015	02.07.2015	9	7.1	2.327868852	1.4	5.071428571	05.07.2015	12	5	08.07.2015	15	9	12.07.2015	19	11	8.9	2.918032787	0.590163934	25	25	0.209413065
5	M-64-13	M-64	uninfected	21.06.2015	01.07.2015	10	7.5	2.459016393	1.5	5	04.07.2015	13	7	07.07.2015	16	11	11.07.2015	20	14	9.4	3.081967213	0.62295082	32	32	0.213062396
									 																
